"parentEventID","eventID","samplingProtocol","sampleSizeValue","sampleSizeUnit","samplingEffort","eventDate","year","month","day","institutionCode","eventTime","habitat","fieldNumber","eventsRemarks","type","institutionID","datasetName","datasetID","language","rightsHolder","references","locationID","higherGeography","continent","waterBody","country","countryCode","locality","minimumDepthInMeters","maximumDepthInMeters","decimalLatitude","decimalLongitude","geodeticDatum","georeferencedBy"
"CCCP:ERFEN:2023","CCCP:ERFEN:2023:ZOO:SP-23-0666:E43:500","Red Bongo","1 L","L","62 muestras de un litro",2023-11-13,"2023","11","13","Dirección General Marítima (DIMAR)","22:40:00","Zona Pelágica","SP-23-0666:E43:500","La red de colecta fue de 500 um y la estación de toma de muestra fue la número 43","Event","830.027.904-1","Zooplancton del Crucero Oceanográfico Cuenca Pacífica Colombiana LXIII / XXVI Crucero Regional Conjunto CPPS","cecoldo.iden_09ef25db-2917-44ae-b3eb-d2266f0fad3e","es","Dirección General Marítima (DIMAR)","https://cecoldo.dimar.mil.co/geonetwork/srv/spa/catalog.search#/metadata/09ef25db-2917-44ae-b3eb-d2266f0fad3e","http://marineregions.org/mrgid/21972","América | Sudamérica | Colombia | Región del Pacífico","América del Sur","Océano Pacífico","Colombia","CO","Cuenca Pacífica Colombiana","0","0",5,-80,"WGS84","Laura Carolina Ortiz Mieles "
"CCCP:ERFEN:2023","CCCP:ERFEN:2023:ZOO:SP-23-0705:E1:300","Red Bongo","1 L","L","62 muestras de un litro",2023-11-16,"2023","11","16","Dirección General Marítima (DIMAR)","06:44:00","Zona Pelágica","SP-23-0705:E1:300","La red de colecta fue de 300 um y la estación de toma de muestra fue la número 1","Event","830.027.904-1","Zooplancton del Crucero Oceanográfico Cuenca Pacífica Colombiana LXIII / XXVI Crucero Regional Conjunto CPPS","cecoldo.iden_09ef25db-2917-44ae-b3eb-d2266f0fad3e","es","Dirección General Marítima (DIMAR)","https://cecoldo.dimar.mil.co/geonetwork/srv/spa/catalog.search#/metadata/09ef25db-2917-44ae-b3eb-d2266f0fad3e","http://marineregions.org/mrgid/21972","América | Sudamérica | Colombia | Región del Pacífico","América del Sur","Océano Pacífico","Colombia","CO","Cuenca Pacífica Colombiana","0","0",6.5,-77.5,"WGS84","Laura Carolina Ortiz Mieles "
"CCCP:ERFEN:2023","CCCP:ERFEN:2023:ZOO:SP-23-0706:E1:500","Red Bongo","1 L","L","62 muestras de un litro",2023-11-16,"2023","11","16","Dirección General Marítima (DIMAR)","06:44:00","Zona Pelágica","SP-23-0706:E1:500","La red de colecta fue de 500 um y la estación de toma de muestra fue la número 1","Event","830.027.904-1","Zooplancton del Crucero Oceanográfico Cuenca Pacífica Colombiana LXIII / XXVI Crucero Regional Conjunto CPPS","cecoldo.iden_09ef25db-2917-44ae-b3eb-d2266f0fad3e","es","Dirección General Marítima (DIMAR)","https://cecoldo.dimar.mil.co/geonetwork/srv/spa/catalog.search#/metadata/09ef25db-2917-44ae-b3eb-d2266f0fad3e","http://marineregions.org/mrgid/21972","América | Sudamérica | Colombia | Región del Pacífico","América del Sur","Océano Pacífico","Colombia","CO","Cuenca Pacífica Colombiana","0","0",6.5,-77.5,"WGS84","Laura Carolina Ortiz Mieles "
"CCCP:ERFEN:2023","CCCP:ERFEN:2023:ZOO:SP-23-0713:E10:300","Red Bongo","1 L","L","62 muestras de un litro",2023-11-16,"2023","11","16","Dirección General Marítima (DIMAR)","13:00:00","Zona Pelágica","SP-23-0713:E10:300","La red de colecta fue de 300 um y la estación de toma de muestra fue la número 10","Event","830.027.904-1","Zooplancton del Crucero Oceanográfico Cuenca Pacífica Colombiana LXIII / XXVI Crucero Regional Conjunto CPPS","cecoldo.iden_09ef25db-2917-44ae-b3eb-d2266f0fad3e","es","Dirección General Marítima (DIMAR)","https://cecoldo.dimar.mil.co/geonetwork/srv/spa/catalog.search#/metadata/09ef25db-2917-44ae-b3eb-d2266f0fad3e","http://marineregions.org/mrgid/21972","América | Sudamérica | Colombia | Región del Pacífico","América del Sur","Océano Pacífico","Colombia","CO","Cuenca Pacífica Colombiana","0","0",6,-78,"WGS84","Laura Carolina Ortiz Mieles "
"CCCP:ERFEN:2023","CCCP:ERFEN:2023:ZOO:SP-23-0714:E10:500","Red Bongo","1 L","L","62 muestras de un litro",2023-11-16,"2023","11","16","Dirección General Marítima (DIMAR)","13:00:00","Zona Pelágica","SP-23-0714:E10:500","La red de colecta fue de 500 um y la estación de toma de muestra fue la número 10","Event","830.027.904-1","Zooplancton del Crucero Oceanográfico Cuenca Pacífica Colombiana LXIII / XXVI Crucero Regional Conjunto CPPS","cecoldo.iden_09ef25db-2917-44ae-b3eb-d2266f0fad3e","es","Dirección General Marítima (DIMAR)","https://cecoldo.dimar.mil.co/geonetwork/srv/spa/catalog.search#/metadata/09ef25db-2917-44ae-b3eb-d2266f0fad3e","http://marineregions.org/mrgid/21972","América | Sudamérica | Colombia | Región del Pacífico","América del Sur","Océano Pacífico","Colombia","CO","Cuenca Pacífica Colombiana","0","0",6,-78,"WGS84","Laura Carolina Ortiz Mieles "
"CCCP:ERFEN:2023","CCCP:ERFEN:2023:ZOO:SP-23-0723:E3:300","Red Bongo","1 L","L","62 muestras de un litro",2023-11-16,"2023","11","16","Dirección General Marítima (DIMAR)","21:12:00","Zona Pelágica","SP-23-0723:E3:300","La red de colecta fue de 300 um y la estación de toma de muestra fue la número 3","Event","830.027.904-1","Zooplancton del Crucero Oceanográfico Cuenca Pacífica Colombiana LXIII / XXVI Crucero Regional Conjunto CPPS","cecoldo.iden_09ef25db-2917-44ae-b3eb-d2266f0fad3e","es","Dirección General Marítima (DIMAR)","https://cecoldo.dimar.mil.co/geonetwork/srv/spa/catalog.search#/metadata/09ef25db-2917-44ae-b3eb-d2266f0fad3e","http://marineregions.org/mrgid/21972","América | Sudamérica | Colombia | Región del Pacífico","América del Sur","Océano Pacífico","Colombia","CO","Cuenca Pacífica Colombiana","0","0",5.5,-77.5,"WGS84","Laura Carolina Ortiz Mieles "
"CCCP:ERFEN:2023","CCCP:ERFEN:2023:ZOO:SP-23-0724:E3:500","Red Bongo","1 L","L","62 muestras de un litro",2023-11-16,"2023","11","16","Dirección General Marítima (DIMAR)","21:12:00","Zona Pelágica","SP-23-0724:E3:500","La red de colecta fue de 500 um y la estación de toma de muestra fue la número 3","Event","830.027.904-1","Zooplancton del Crucero Oceanográfico Cuenca Pacífica Colombiana LXIII / XXVI Crucero Regional Conjunto CPPS","cecoldo.iden_09ef25db-2917-44ae-b3eb-d2266f0fad3e","es","Dirección General Marítima (DIMAR)","https://cecoldo.dimar.mil.co/geonetwork/srv/spa/catalog.search#/metadata/09ef25db-2917-44ae-b3eb-d2266f0fad3e","http://marineregions.org/mrgid/21972","América | Sudamérica | Colombia | Región del Pacífico","América del Sur","Océano Pacífico","Colombia","CO","Cuenca Pacífica Colombiana","0","0",5.5,-77.5,"WGS84","Laura Carolina Ortiz Mieles "
"CCCP:ERFEN:2023","CCCP:ERFEN:2023:ZOO:SP-23-0729:E12:300","Red Bongo","1 L","L","62 muestras de un litro",2023-11-17,"2023","11","17","Dirección General Marítima (DIMAR)","04:53:00","Zona Pelágica","SP-23-0729:E12:300","La red de colecta fue de 300 um y la estación de toma de muestra fue la número 12","Event","830.027.904-1","Zooplancton del Crucero Oceanográfico Cuenca Pacífica Colombiana LXIII / XXVI Crucero Regional Conjunto CPPS","cecoldo.iden_09ef25db-2917-44ae-b3eb-d2266f0fad3e","es","Dirección General Marítima (DIMAR)","https://cecoldo.dimar.mil.co/geonetwork/srv/spa/catalog.search#/metadata/09ef25db-2917-44ae-b3eb-d2266f0fad3e","http://marineregions.org/mrgid/21972","América | Sudamérica | Colombia | Región del Pacífico","América del Sur","Océano Pacífico","Colombia","CO","Cuenca Pacífica Colombiana","0","0",5,-78,"WGS84","Laura Carolina Ortiz Mieles "
"CCCP:ERFEN:2023","CCCP:ERFEN:2023:ZOO:SP-23-0730:E12:500","Red Bongo","1 L","L","62 muestras de un litro",2023-11-17,"2023","11","17","Dirección General Marítima (DIMAR)","04:53:00","Zona Pelágica","SP-23-0730:E12:500","La red de colecta fue de 500 um y la estación de toma de muestra fue la número 12","Event","830.027.904-1","Zooplancton del Crucero Oceanográfico Cuenca Pacífica Colombiana LXIII / XXVI Crucero Regional Conjunto CPPS","cecoldo.iden_09ef25db-2917-44ae-b3eb-d2266f0fad3e","es","Dirección General Marítima (DIMAR)","https://cecoldo.dimar.mil.co/geonetwork/srv/spa/catalog.search#/metadata/09ef25db-2917-44ae-b3eb-d2266f0fad3e","http://marineregions.org/mrgid/21972","América | Sudamérica | Colombia | Región del Pacífico","América del Sur","Océano Pacífico","Colombia","CO","Cuenca Pacífica Colombiana","0","0",5,-78,"WGS84","Laura Carolina Ortiz Mieles "
"CCCP:ERFEN:2023","CCCP:ERFEN:2023:ZOO:SP-23-0739:E14:300","Red Bongo","1 L","L","62 muestras de un litro",2023-11-17,"2023","11","17","Dirección General Marítima (DIMAR)","18:53:00","Zona Pelágica","SP-23-0739:E14:300","La red de colecta fue de 300 um y la estación de toma de muestra fue la número 14","Event","830.027.904-1","Zooplancton del Crucero Oceanográfico Cuenca Pacífica Colombiana LXIII / XXVI Crucero Regional Conjunto CPPS","cecoldo.iden_09ef25db-2917-44ae-b3eb-d2266f0fad3e","es","Dirección General Marítima (DIMAR)","https://cecoldo.dimar.mil.co/geonetwork/srv/spa/catalog.search#/metadata/09ef25db-2917-44ae-b3eb-d2266f0fad3e","http://marineregions.org/mrgid/21972","América | Sudamérica | Colombia | Región del Pacífico","América del Sur","Océano Pacífico","Colombia","CO","Cuenca Pacífica Colombiana","0","0",4.5,-77.5,"WGS84","Laura Carolina Ortiz Mieles "
"CCCP:ERFEN:2023","CCCP:ERFEN:2023:ZOO:SP-23-0740:E14:500","Red Bongo","1 L","L","62 muestras de un litro",2023-11-17,"2023","11","17","Dirección General Marítima (DIMAR)","18:53:00","Zona Pelágica","SP-23-0740:E14:500","La red de colecta fue de 500 um y la estación de toma de muestra fue la número 14","Event","830.027.904-1","Zooplancton del Crucero Oceanográfico Cuenca Pacífica Colombiana LXIII / XXVI Crucero Regional Conjunto CPPS","cecoldo.iden_09ef25db-2917-44ae-b3eb-d2266f0fad3e","es","Dirección General Marítima (DIMAR)","https://cecoldo.dimar.mil.co/geonetwork/srv/spa/catalog.search#/metadata/09ef25db-2917-44ae-b3eb-d2266f0fad3e","http://marineregions.org/mrgid/21972","América | Sudamérica | Colombia | Región del Pacífico","América del Sur","Océano Pacífico","Colombia","CO","Cuenca Pacífica Colombiana","0","0",4.5,-77.5,"WGS84","Laura Carolina Ortiz Mieles "
"CCCP:ERFEN:2023","CCCP:ERFEN:2023:ZOO:SP-23-0749:E7:300","Red Bongo","1 L","L","62 muestras de un litro",2023-11-18,"2023","11","18","Dirección General Marítima (DIMAR)","01:35:00","Zona Pelágica","SP-23-0749:E7:300","La red de colecta fue de 300 um y la estación de toma de muestra fue la número 7","Event","830.027.904-1","Zooplancton del Crucero Oceanográfico Cuenca Pacífica Colombiana LXIII / XXVI Crucero Regional Conjunto CPPS","cecoldo.iden_09ef25db-2917-44ae-b3eb-d2266f0fad3e","es","Dirección General Marítima (DIMAR)","https://cecoldo.dimar.mil.co/geonetwork/srv/spa/catalog.search#/metadata/09ef25db-2917-44ae-b3eb-d2266f0fad3e","http://marineregions.org/mrgid/21972","América | Sudamérica | Colombia | Región del Pacífico","América del Sur","Océano Pacífico","Colombia","CO","Cuenca Pacífica Colombiana","0","0",3.5,-77.5,"WGS84","Laura Carolina Ortiz Mieles "
"CCCP:ERFEN:2023","CCCP:ERFEN:2023:ZOO:SP-23-0750:E7:500","Red Bongo","1 L","L","62 muestras de un litro",2023-11-18,"2023","11","18","Dirección General Marítima (DIMAR)","01:35:00","Zona Pelágica","SP-23-0750:E7:500","La red de colecta fue de 500 um y la estación de toma de muestra fue la número 7","Event","830.027.904-1","Zooplancton del Crucero Oceanográfico Cuenca Pacífica Colombiana LXIII / XXVI Crucero Regional Conjunto CPPS","cecoldo.iden_09ef25db-2917-44ae-b3eb-d2266f0fad3e","es","Dirección General Marítima (DIMAR)","https://cecoldo.dimar.mil.co/geonetwork/srv/spa/catalog.search#/metadata/09ef25db-2917-44ae-b3eb-d2266f0fad3e","http://marineregions.org/mrgid/21972","América | Sudamérica | Colombia | Región del Pacífico","América del Sur","Océano Pacífico","Colombia","CO","Cuenca Pacífica Colombiana","0","0",3.5,-77.5,"WGS84","Laura Carolina Ortiz Mieles "
"CCCP:ERFEN:2023","CCCP:ERFEN:2023:ZOO:SP-23-0675:E29:300","Red Bongo","1 L","L","62 muestras de un litro",2023-11-14,"2023","11","14","Dirección General Marítima (DIMAR)","11:18:00","Zona Pelágica","SP-23-0675:E29:300","La red de colecta fue de 300 um y la estación de toma de muestra fue la número 29","Event","830.027.904-1","Zooplancton del Crucero Oceanográfico Cuenca Pacífica Colombiana LXIII / XXVI Crucero Regional Conjunto CPPS","cecoldo.iden_09ef25db-2917-44ae-b3eb-d2266f0fad3e","es","Dirección General Marítima (DIMAR)","https://cecoldo.dimar.mil.co/geonetwork/srv/spa/catalog.search#/metadata/09ef25db-2917-44ae-b3eb-d2266f0fad3e","http://marineregions.org/mrgid/21972","América | Sudamérica | Colombia | Región del Pacífico","América del Sur","Océano Pacífico","Colombia","CO","Cuenca Pacífica Colombiana","0","0",4,-79,"WGS84","Laura Carolina Ortiz Mieles "
"CCCP:ERFEN:2023","CCCP:ERFEN:2023:ZOO:SP-23-0676:E29:500","Red Bongo","1 L","L","62 muestras de un litro",2023-11-14,"2023","11","14","Dirección General Marítima (DIMAR)","11:18:00","Zona Pelágica","SP-23-0676:E29:500","La red de colecta fue de 500 um y la estación de toma de muestra fue la número 29","Event","830.027.904-1","Zooplancton del Crucero Oceanográfico Cuenca Pacífica Colombiana LXIII / XXVI Crucero Regional Conjunto CPPS","cecoldo.iden_09ef25db-2917-44ae-b3eb-d2266f0fad3e","es","Dirección General Marítima (DIMAR)","https://cecoldo.dimar.mil.co/geonetwork/srv/spa/catalog.search#/metadata/09ef25db-2917-44ae-b3eb-d2266f0fad3e","http://marineregions.org/mrgid/21972","América | Sudamérica | Colombia | Región del Pacífico","América del Sur","Océano Pacífico","Colombia","CO","Cuenca Pacífica Colombiana","0","0",4,-79,"WGS84","Laura Carolina Ortiz Mieles "
"CCCP:ERFEN:2023","CCCP:ERFEN:2023:ZOO:SP-23-0685:E27:300","Red Bongo","1 L","L","62 muestras de un litro",2023-11-15,"2023","11","15","Dirección General Marítima (DIMAR)","00:52:00","Zona Pelágica","SP-23-0685:E27:300","La red de colecta fue de 300 um y la estación de toma de muestra fue la número 27","Event","830.027.904-1","Zooplancton del Crucero Oceanográfico Cuenca Pacífica Colombiana LXIII / XXVI Crucero Regional Conjunto CPPS","cecoldo.iden_09ef25db-2917-44ae-b3eb-d2266f0fad3e","es","Dirección General Marítima (DIMAR)","https://cecoldo.dimar.mil.co/geonetwork/srv/spa/catalog.search#/metadata/09ef25db-2917-44ae-b3eb-d2266f0fad3e","http://marineregions.org/mrgid/21972","América | Sudamérica | Colombia | Región del Pacífico","América del Sur","Océano Pacífico","Colombia","CO","Cuenca Pacífica Colombiana","0","0",5,-79,"WGS84","Laura Carolina Ortiz Mieles "
"CCCP:ERFEN:2023","CCCP:ERFEN:2023:ZOO:SP-23-0686:E27:500","Red Bongo","1 L","L","62 muestras de un litro",2023-11-15,"2023","11","15","Dirección General Marítima (DIMAR)","00:52:00","Zona Pelágica","SP-23-0686:E27:500","La red de colecta fue de 500 um y la estación de toma de muestra fue la número 27","Event","830.027.904-1","Zooplancton del Crucero Oceanográfico Cuenca Pacífica Colombiana LXIII / XXVI Crucero Regional Conjunto CPPS","cecoldo.iden_09ef25db-2917-44ae-b3eb-d2266f0fad3e","es","Dirección General Marítima (DIMAR)","https://cecoldo.dimar.mil.co/geonetwork/srv/spa/catalog.search#/metadata/09ef25db-2917-44ae-b3eb-d2266f0fad3e","http://marineregions.org/mrgid/21972","América | Sudamérica | Colombia | Región del Pacífico","América del Sur","Océano Pacífico","Colombia","CO","Cuenca Pacífica Colombiana","0","0",5,-79,"WGS84","Laura Carolina Ortiz Mieles "
"CCCP:ERFEN:2023","CCCP:ERFEN:2023:ZOO:SP-23-0695:E25:300","Red Bongo","1 L","L","62 muestras de un litro",2023-11-15,"2023","11","15","Dirección General Marítima (DIMAR)","14:24:00","Zona Pelágica","SP-23-0695:E25:300","La red de colecta fue de 300 um y la estación de toma de muestra fue la número 25","Event","830.027.904-1","Zooplancton del Crucero Oceanográfico Cuenca Pacífica Colombiana LXIII / XXVI Crucero Regional Conjunto CPPS","cecoldo.iden_09ef25db-2917-44ae-b3eb-d2266f0fad3e","es","Dirección General Marítima (DIMAR)","https://cecoldo.dimar.mil.co/geonetwork/srv/spa/catalog.search#/metadata/09ef25db-2917-44ae-b3eb-d2266f0fad3e","http://marineregions.org/mrgid/21972","América | Sudamérica | Colombia | Región del Pacífico","América del Sur","Océano Pacífico","Colombia","CO","Cuenca Pacífica Colombiana","0","0",6,-79,"WGS84","Laura Carolina Ortiz Mieles "
"CCCP:ERFEN:2023","CCCP:ERFEN:2023:ZOO:SP-23-0696:E25:500","Red Bongo","1 L","L","62 muestras de un litro",2023-11-15,"2023","11","15","Dirección General Marítima (DIMAR)","14:24:00","Zona Pelágica","SP-23-0696:E25:500","La red de colecta fue de 500 um y la estación de toma de muestra fue la número 25","Event","830.027.904-1","Zooplancton del Crucero Oceanográfico Cuenca Pacífica Colombiana LXIII / XXVI Crucero Regional Conjunto CPPS","cecoldo.iden_09ef25db-2917-44ae-b3eb-d2266f0fad3e","es","Dirección General Marítima (DIMAR)","https://cecoldo.dimar.mil.co/geonetwork/srv/spa/catalog.search#/metadata/09ef25db-2917-44ae-b3eb-d2266f0fad3e","http://marineregions.org/mrgid/21972","América | Sudamérica | Colombia | Región del Pacífico","América del Sur","Océano Pacífico","Colombia","CO","Cuenca Pacífica Colombiana","0","0",6,-79,"WGS84","Laura Carolina Ortiz Mieles "
"CCCP:ERFEN:2023","CCCP:ERFEN:2023:ZOO:SP-23-0754:E31:300","Red Bongo","1 L","L","62 muestras de un litro",2023-11-18,"2023","11","18","Dirección General Marítima (DIMAR)","16:27:00","Zona Pelágica","SP-23-0754:E31:300","La red de colecta fue de 300 um y la estación de toma de muestra fue la número 31","Event","830.027.904-1","Zooplancton del Crucero Oceanográfico Cuenca Pacífica Colombiana LXIII / XXVI Crucero Regional Conjunto CPPS","cecoldo.iden_09ef25db-2917-44ae-b3eb-d2266f0fad3e","es","Dirección General Marítima (DIMAR)","https://cecoldo.dimar.mil.co/geonetwork/srv/spa/catalog.search#/metadata/09ef25db-2917-44ae-b3eb-d2266f0fad3e","http://marineregions.org/mrgid/21972","América | Sudamérica | Colombia | Región del Pacífico","América del Sur","Océano Pacífico","Colombia","CO","Cuenca Pacífica Colombiana","0","0",3,-79,"WGS84","Laura Carolina Ortiz Mieles "
"CCCP:ERFEN:2023","CCCP:ERFEN:2023:ZOO:SP-23-0755:E31:500","Red Bongo","1 L","L","62 muestras de un litro",2023-11-18,"2023","11","18","Dirección General Marítima (DIMAR)","16:27:00","Zona Pelágica","SP-23-0755:E31:500","La red de colecta fue de 500 um y la estación de toma de muestra fue la número 31","Event","830.027.904-1","Zooplancton del Crucero Oceanográfico Cuenca Pacífica Colombiana LXIII / XXVI Crucero Regional Conjunto CPPS","cecoldo.iden_09ef25db-2917-44ae-b3eb-d2266f0fad3e","es","Dirección General Marítima (DIMAR)","https://cecoldo.dimar.mil.co/geonetwork/srv/spa/catalog.search#/metadata/09ef25db-2917-44ae-b3eb-d2266f0fad3e","http://marineregions.org/mrgid/21972","América | Sudamérica | Colombia | Región del Pacífico","América del Sur","Océano Pacífico","Colombia","CO","Cuenca Pacífica Colombiana","0","0",3,-79,"WGS84","Laura Carolina Ortiz Mieles "
